MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:97804	Ptn	pleiotrophin	6		negative regulation of membrane potential			ISO	RGD:3444 	J:155856 	
MGI:105307	Ptpn3	protein tyrosine phosphatase, non-receptor type 3	4		regulation of membrane depolarization during action potential			ISO	P26045 	J:164563 	
MGI:1289230	Pxk	PX domain containing serine/threonine kinase	14		regulation of membrane potential			IBA	PTN000543298 	J:265628 	
MGI:2384795	Pycr1	pyrroline-5-carboxylate reductase 1	11		regulation of mitochondrial membrane potential			ISO	P32322 	J:164563 	
MGI:2445001	Rab3gap1	RAB3 GTPase activating protein subunit 1	1		excitatory postsynaptic potential	happens in hippocampus CA3		IMP		J:111069 	
MGI:101849	Rack1	receptor for activated C kinase 1	11		positive regulation of mitochondrial depolarization			ISO	P63244 	J:164563 	
MGI:1889073	Rangrf	RAN guanine nucleotide release factor	11		regulation of bundle of His cell action potential			ISO	Q9HD47 	J:164563 	
MGI:1889073	Rangrf	RAN guanine nucleotide release factor	11		regulation of cardiac muscle cell action potential involved in regulation of contraction			ISO	Q9HD47 	J:164563 	
MGI:1889073	Rangrf	RAN guanine nucleotide release factor	11		regulation of membrane depolarization	happens in fetal cardiomyocyte		IMP		J:200449 	
MGI:1889073	Rangrf	RAN guanine nucleotide release factor	11		regulation of membrane depolarization			ISO	Q9HD47 	J:164563 	
MGI:1889073	Rangrf	RAN guanine nucleotide release factor	11		regulation of membrane depolarization during cardiac muscle cell action potential			ISO	Q9HD47 	J:164563 	
MGI:1889073	Rangrf	RAN guanine nucleotide release factor	11		regulation of membrane potential			ISO	Q9HD47 	J:164563 	
MGI:1917723	Rapgef4	Rap guanine nucleotide exchange factor (GEF) 4	2		positive regulation of neuronal action potential			ISO	RGD:621886 	J:155856 	
MGI:103022	Reln	reelin	5		positive regulation of excitatory postsynaptic potential			IDA		J:128028 	
MGI:103022	Reln	reelin	5		positive regulation of excitatory postsynaptic potential			IMP		J:128028 J:159385 J:219074 	
MGI:108409	Rgs4	regulator of G-protein signaling 4	1		positive regulation of excitatory postsynaptic potential			ISO	RGD:3567 	J:155856 	
MGI:1346089	Rgs7	regulator of G protein signaling 7	1		regulation of postsynaptic membrane potential	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:213237 	
MGI:1346089	Rgs7	regulator of G protein signaling 7	1		regulation of postsynaptic membrane potential	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:213237 	
MGI:106334	Rgs7bp	regulator of G-protein signalling 7 binding protein	13		regulation of postsynaptic membrane potential	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:213237 	
MGI:106334	Rgs7bp	regulator of G-protein signalling 7 binding protein	13		regulation of postsynaptic membrane potential	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:213237 	
MGI:2152971	Rims1	regulating synaptic membrane exocytosis 1	1		positive regulation of excitatory postsynaptic potential	happens in hippocampal neuron		IGI	Q99NE5 Q9EQZ7 	J:168142 	
MGI:2152971	Rims1	regulating synaptic membrane exocytosis 1	1		positive regulation of inhibitory postsynaptic potential	happens in hippocampal neuron		IGI	Q99NE5 Q9EQZ7 	J:168142 	
MGI:2152971	Rims1	regulating synaptic membrane exocytosis 1	1		positive regulation of inhibitory postsynaptic potential			ISO	RGD:620000 	J:155856 	
MGI:2152971	Rims1	regulating synaptic membrane exocytosis 1	1		regulation of membrane potential			IBA	PTN000952366 	J:265628 	
MGI:2152971	Rims1	regulating synaptic membrane exocytosis 1	1		regulation of membrane potential			IDA		J:165320 	
MGI:2152972	Rims2	regulating synaptic membrane exocytosis 2	15		positive regulation of excitatory postsynaptic potential	happens in hippocampal neuron		IGI	Q99NE5 Q9EQZ7 	J:168142 	
MGI:2152972	Rims2	regulating synaptic membrane exocytosis 2	15		positive regulation of inhibitory postsynaptic potential	happens in hippocampal neuron		IGI	Q99NE5 Q9EQZ7 	J:168142 	
MGI:2152972	Rims2	regulating synaptic membrane exocytosis 2	15		regulation of membrane potential			IBA	PTN001741737 	J:265628 	
MGI:2152972	Rims2	regulating synaptic membrane exocytosis 2	15		regulation of membrane potential			IDA		J:165320 	
MGI:2443331	Rims3	regulating synaptic membrane exocytosis 3	4		regulation of membrane potential			IBA	PTN001741737 	J:265628 	
MGI:2443331	Rims3	regulating synaptic membrane exocytosis 3	4		regulation of membrane potential			IDA		J:165320 	
MGI:2674366	Rims4	regulating synaptic membrane exocytosis 4	2		regulation of membrane potential			IDA		J:165320 	
MGI:1916117	Rnf122	ring finger protein 122	8		negative regulation of mitochondrial membrane potential			ISO	Q9H9V4 	J:164563 	
MGI:2684989	Rnf207	ring finger protein 207	4		positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			ISO	Q6ZRF8 	J:164563 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		regulation of atrial cardiac muscle cell action potential			ISO	Q92736 	J:164563 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		regulation of AV node cell action potential			ISO	Q92736 	J:164563 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		regulation of SA node cell action potential			ISO	Q92736 	J:164563 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		regulation of ventricular cardiac muscle cell action potential			ISO	Q92736 	J:164563 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		ventricular cardiac muscle cell action potential			IMP		J:142170 	
MGI:99569	S1pr2	sphingosine-1-phosphate receptor 2	9		negative regulation of excitatory postsynaptic potential	regulates a function/process that happens in hippocampus,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IMP	MGI:2180817 	J:73957 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		action potential	happens in cerebellum Purkinje cell layer,regulates a function/process that happens in Purkinje cell		IMP	MGI:3665322 	J:125694 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		cardiac muscle cell action potential involved in contraction			ISO	P35498 	J:164563 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		membrane depolarization during action potential			IBA	PTN000004140 	J:265628 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		neuronal action potential			IBA	PTN000798901 	J:265628 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		neuronal action potential	happens in hippocampus,happens in bipolar neuron|happens in hippocampus,happens in GABAergic neuron		IMP	MGI:3665322 	J:113149 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		neuronal action potential	happens in cerebellum Purkinje cell layer,happens in Purkinje cell		IMP	MGI:3665322 	J:125694 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		neuronal action potential			ISO	RGD:69364 	J:155856 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		neuronal action potential propagation	has the participant neocortex,has the participant interneuron		IMP	MGI:3713733 	J:121696 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		regulation of membrane potential	happens in cerebellum Purkinje cell layer,has the participant Purkinje cell		IMP	MGI:3665322 	J:125694 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		cardiac muscle cell action potential involved in contraction			IBA	PTN000057590 	J:265628 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		cardiac muscle cell action potential involved in contraction			ISO	Q07699 	J:164563 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		membrane depolarization			ISO	Q07699 	J:164563 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		membrane depolarization during cardiac muscle cell action potential			IMP		J:127606 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		membrane depolarization during Purkinje myocyte cell action potential			ISO	Q07699 	J:164563 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		neuronal action potential propagation	has the participant sciatic nerve		IMP	MGI:3043422 	J:90136 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		regulation of atrial cardiac muscle cell membrane depolarization			ISO	Q07699 	J:164563 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		regulation of ventricular cardiac muscle cell membrane repolarization			IMP		J:127606 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		membrane depolarization during action potential			IBA	PTN000004140 	J:265628 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		neuronal action potential			IBA	PTN000798901 	J:265628 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		neuronal action potential			ISO	RGD:3632 	J:155856 	
MGI:106921	Scn2b	sodium channel, voltage-gated, type II, beta	9		cardiac muscle cell action potential involved in contraction			ISO	O60939 	J:164563 	
MGI:106921	Scn2b	sodium channel, voltage-gated, type II, beta	9		membrane depolarization during cardiac muscle cell action potential			ISO	O60939 	J:164563 	
MGI:106921	Scn2b	sodium channel, voltage-gated, type II, beta	9		regulation of atrial cardiac muscle cell membrane depolarization			ISO	O60939 	J:164563 	
MGI:98249	Scn3a	sodium channel, voltage-gated, type III, alpha	2		membrane depolarization during action potential			IBA	PTN000004140 	J:265628 	
MGI:98249	Scn3a	sodium channel, voltage-gated, type III, alpha	2		neuronal action potential			IBA	PTN000798901 	J:265628 	
MGI:98249	Scn3a	sodium channel, voltage-gated, type III, alpha	2		neuronal action potential			ISO	RGD:3635 	J:155856 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		atrial cardiac muscle cell action potential			ISO	Q9NY72 	J:164563 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		cardiac muscle cell action potential involved in contraction			IBA	PTN000057590 	J:265628 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		cardiac muscle cell action potential involved in contraction			ISO	Q9NY72 	J:164563 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		membrane depolarization			ISO	Q9NY72 	J:164563 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		membrane depolarization during action potential			ISO	Q9NY72 	J:164563 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		membrane depolarization during cardiac muscle cell action potential			ISO	Q9NY72 	J:164563 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		regulation of atrial cardiac muscle cell membrane depolarization			IMP		J:177246 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		regulation of atrial cardiac muscle cell membrane depolarization			ISO	Q9NY72 	J:164563 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		regulation of ventricular cardiac muscle cell membrane depolarization			ISO	Q9NY72 	J:164563 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		SA node cell action potential			IMP		J:177246 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		ventricular cardiac muscle cell action potential			IBA	PTN002576226 	J:265628 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		ventricular cardiac muscle cell action potential	regulates a function/process that happens in ventricle cardiac muscle,regulates a function/process that happens in cardiac muscle cell		IMP	MGI:5294639 	J:177262 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		ventricular cardiac muscle cell action potential			ISO	Q9NY72 	J:164563 	
MGI:98250	Scn4a	sodium channel, voltage-gated, type IV, alpha	11		membrane depolarization during action potential			IBA	PTN000004140 	J:265628 	
MGI:98250	Scn4a	sodium channel, voltage-gated, type IV, alpha	11		neuronal action potential			IBA	PTN000798901 	J:265628 	
MGI:98250	Scn4a	sodium channel, voltage-gated, type IV, alpha	11		regulation of skeletal muscle contraction by action potential			ISO	P35499 	J:164563 	
MGI:2687406	Scn4b	sodium channel, type IV, beta	9		AV node cell action potential			ISO	Q8IWT1 	J:164563 	
MGI:2687406	Scn4b	sodium channel, type IV, beta	9		cardiac muscle cell action potential involved in contraction			ISO	Q8IWT1 	J:164563 	
MGI:2687406	Scn4b	sodium channel, type IV, beta	9		membrane depolarization during cardiac muscle cell action potential			ISO	Q8IWT1 	J:164563 	
MGI:2687406	Scn4b	sodium channel, type IV, beta	9		regulation of ventricular cardiac muscle cell membrane repolarization			ISO	Q8IWT1 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		atrial cardiac muscle cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		AV node cell action potential			IBA	PTN001295035 	J:265628 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		AV node cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		bundle of His cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		cardiac muscle cell action potential involved in contraction			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		membrane depolarization			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		membrane depolarization during action potential			IBA	PTN000004140 	J:265628 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		membrane depolarization during action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		membrane depolarization during atrial cardiac muscle cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		membrane depolarization during AV node cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		membrane depolarization during bundle of His cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		membrane depolarization during cardiac muscle cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		membrane depolarization during Purkinje myocyte cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		membrane depolarization during SA node cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		neuronal action potential			IBA	PTN000798901 	J:265628 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		positive regulation of action potential			ISO	RGD:3637 	J:155856 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		regulation of atrial cardiac muscle cell membrane depolarization			IBA	PTN001295035 	J:265628 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		regulation of atrial cardiac muscle cell membrane depolarization			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		regulation of atrial cardiac muscle cell membrane repolarization			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		regulation of ventricular cardiac muscle cell membrane depolarization			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		regulation of ventricular cardiac muscle cell membrane repolarization			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		SA node cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		ventricular cardiac muscle cell action potential			ISO	Q14524 	J:164563 	
MGI:102965	Scn7a	sodium channel, voltage-gated, type VII, alpha	2		membrane depolarization during action potential			IBA	PTN000004140 	J:265628 	
MGI:102965	Scn7a	sodium channel, voltage-gated, type VII, alpha	2		neuronal action potential			IBA	PTN000798901 	J:265628 	
MGI:103169	Scn8a	sodium channel, voltage-gated, type VIII, alpha	15		membrane depolarization during action potential			IBA	PTN000004140 	J:265628 	
MGI:103169	Scn8a	sodium channel, voltage-gated, type VIII, alpha	15		neuronal action potential			IBA	PTN000798901 	J:265628 	
MGI:103169	Scn8a	sodium channel, voltage-gated, type VIII, alpha	15		neuronal action potential			ISO	RGD:3638 	J:155856 	
MGI:107636	Scn9a	sodium channel, voltage-gated, type IX, alpha	2		membrane depolarization during action potential			IBA	PTN000004140 	J:265628 	
MGI:107636	Scn9a	sodium channel, voltage-gated, type IX, alpha	2		neuronal action potential			IBA	PTN000798901 	J:265628 	
MGI:107636	Scn9a	sodium channel, voltage-gated, type IX, alpha	2		neuronal action potential			ISO	RGD:69368 	J:155856 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		AV node cell action potential			ISO	Q9Y5Y9 	J:164563 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		bundle of His cell action potential			ISO	Q9Y5Y9 	J:164563 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		membrane depolarization during action potential			IBA	PTN000004140 	J:265628 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		neuronal action potential			IBA	PTN000798901 	J:265628 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		regulation of atrial cardiac muscle cell membrane depolarization			IMP	MGI:2180183 	J:166572 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		regulation of atrial cardiac muscle cell membrane depolarization			ISO	Q9Y5Y9 	J:164563 	
MGI:1345149	Scn11a	sodium channel, voltage-gated, type XI, alpha	9		membrane depolarization during action potential			IBA	PTN000004140 	J:265628 	
MGI:1345149	Scn11a	sodium channel, voltage-gated, type XI, alpha	9		neuronal action potential			IBA	PTN000798901 	J:265628 	
MGI:104745	Sez6	seizure related gene 6	11		excitatory postsynaptic potential	happens in baroreceptor,regulates a function/process that happens in pyramidal neuron		IMP	MGI:3777582 	J:132725 	
MGI:700010	Sh3gl1	SH3-domain GRB2-like 1	17		modulation of excitatory postsynaptic potential			ISO	RGD:708456 	J:155856 	
MGI:3613677	Shank1	SH3 and multiple ankyrin repeat domains 1	7		positive regulation of excitatory postsynaptic potential			IBA	PTN001191880 	J:265628 	
MGI:3613677	Shank1	SH3 and multiple ankyrin repeat domains 1	7		positive regulation of excitatory postsynaptic potential			IMP		J:132277 	
MGI:2671987	Shank2	SH3 and multiple ankyrin repeat domains 2	7		positive regulation of excitatory postsynaptic potential			IBA	PTN001191880 	J:265628 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		positive regulation of excitatory postsynaptic potential			IBA	PTN001191880 	J:265628 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		positive regulation of excitatory postsynaptic potential			IMP		J:171113 J:175320 J:184110 	
MGI:1930016	Shank3	SH3 and multiple ankyrin repeat domains 3	15		positive regulation of excitatory postsynaptic potential	happens in hippocampal neuron		IMP		J:184110 	
MGI:1918903	Shtn1	shootin 1	19		membrane depolarization			ISO	EF055485 	J:115005 	
MGI:1096331	Slc1a6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	10		regulation of membrane potential	happens in cerebellum,has the participant Purkinje cell		IMP	MGI:3027689 	J:87447 	
MGI:1927555	Slc4a4	solute carrier family 4 (anion exchanger), member 4	5		regulation of membrane potential	happens in astrocyte of the cerebral cortex,happens in hippocampal formation		IMP		J:177439 	
MGI:1927555	Slc4a4	solute carrier family 4 (anion exchanger), member 4	5		regulation of membrane potential			ISO	Q9Y6R1 	J:164563 	
MGI:1928745	Slc4a8	solute carrier family 4 (anion exchanger), member 8	15		regulation of membrane potential			ISO	Q2Y0W8 	J:164563 	
MGI:107956	Slc8a1	solute carrier family 8 (sodium/calcium exchanger), member 1	17		regulation of cardiac muscle cell membrane potential			TAS		J:152596 	
MGI:107996	Slc8a2	solute carrier family 8 (sodium/calcium exchanger), member 2	7		modulation of excitatory postsynaptic potential	happens in hippocampal formation		IMP		J:271785 	
MGI:107996	Slc8a2	solute carrier family 8 (sodium/calcium exchanger), member 2	7		regulation of action potential firing pattern	happens in hippocampus CA1,is a part of response to ischemia,happens in hippocampal neuron		IMP		J:136458 	
MGI:107976	Slc8a3	solute carrier family 8 (sodium/calcium exchanger), member 3	12		modulation of excitatory postsynaptic potential	happens in hippocampal formation		IMP		J:271785 	
MGI:2180781	Slc8b1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1	5		regulation of cardiac muscle cell membrane potential			IBA	MGI:2180781 PTN000262858 	J:265628 	
MGI:2180781	Slc8b1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1	5		regulation of cardiac muscle cell membrane potential			IC	GO:0005432 GO:0005739 	J:156453 	
MGI:102462	Slc9a1	solute carrier family 9 (sodium/hydrogen exchanger), member 1	4		positive regulation of action potential			ISO	RGD:3718 	J:155856 	
MGI:1920211	Slc17a7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	7		excitatory postsynaptic potential	happens in hippocampus,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IMP	MGI:3617803 	J:105647 	
MGI:1921261	Slc25a27	solute carrier family 25, member 27	17		negative regulation of mitochondrial membrane potential			ISO	RGD:620787 	J:155856 	
MGI:1917806	Slc25a33	solute carrier family 25, member 33	4		regulation of mitochondrial membrane potential			ISO	Q9BSK2 	J:164563 	
MGI:1924909	Slc25a36	solute carrier family 25, member 36	9		regulation of mitochondrial membrane potential			ISO	Q96CQ1 	J:164563 	
MGI:107181	Slc26a3	solute carrier family 26, member 3	12		membrane hyperpolarization			IMP		J:185780 	
MGI:1933154	Slc26a5	solute carrier family 26, member 5	5		regulation of membrane potential			IDA		J:81871 	
MGI:1927073	Slc29a1	solute carrier family 29 (nucleoside transporters), member 1	17		excitatory postsynaptic potential			ISO	RGD:61899 	J:155856 	
MGI:1345284	Slc34a1	solute carrier family 34 (sodium phosphate), member 1	13		positive regulation of membrane potential			ISO	RGD:3708 	J:155856 	
MGI:1914797	Slc39a8	solute carrier family 39 (metal ion transporter), member 8	3		regulation of membrane potential			ISO	Q9C0K1 	J:164563 	
MGI:1933549	Slmap	sarcolemma associated protein	14		regulation of membrane depolarization during cardiac muscle cell action potential			ISO	Q14BN4 	J:164563 	
MGI:1100518	Smad7	SMAD family member 7	18		regulation of ventricular cardiac muscle cell membrane depolarization			IC	GO:0055010 	J:145777 	
MGI:1277151	Snca	synuclein, alpha	6		excitatory postsynaptic potential	happens in hippocampus CA1,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IMP	MGI:2429773 	J:126092 	
MGI:101772	Snta1	syntrophin, acidic 1	2		regulation of ventricular cardiac muscle cell membrane repolarization			ISO	Q13424 	J:164563 	
MGI:101772	Snta1	syntrophin, acidic 1	2		ventricular cardiac muscle cell action potential			ISO	Q13424 	J:164563 	
MGI:98351	Sod1	superoxide dismutase 1, soluble	16		regulation of mitochondrial membrane potential			ISO	P00441 	J:164563 	
MGI:98352	Sod2	superoxide dismutase 2, mitochondrial	17		negative regulation of membrane hyperpolarization			ISO	RGD:3732 	J:155856 	
MGI:98352	Sod2	superoxide dismutase 2, mitochondrial	17		regulation of mitochondrial membrane potential			IMP	MGI:2177602 MGI:2447406 	J:123349 	
MGI:2139806	Spg20	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)	3		regulation of mitochondrial membrane potential			ISO	Q8N0X7 	J:73065 	
MGI:98397	Src	Rous sarcoma oncogene	2		negative regulation of mitochondrial depolarization			ISO	P12931 	J:164563 	
MGI:2686240	Ssh1	slingshot protein phosphatase 1	5		positive regulation of excitatory postsynaptic potential			ISO	RGD:1306038 	J:155856 	
MGI:1913842	Stoml2	stomatin (Epb7.2)-like 2	4		positive regulation of mitochondrial membrane potential			ISO	Q9UJZ1 	J:164563 	
MGI:2684909	Stox1	storkhead box 1	10		regulation of mitochondrial membrane potential			ISO	Q6ZVD7 	J:164563 	
MGI:109355	Stx1a	syntaxin 1A (brain)	5		modulation of excitatory postsynaptic potential			ISO	RGD:69430 	J:155856 	
MGI:109355	Stx1a	syntaxin 1A (brain)	5		positive regulation of excitatory postsynaptic potential	happens in hippocampal neuron		IGI	O35526 P61264 	J:202743 	
MGI:1930705	Stx1b	syntaxin 1B	7		positive regulation of excitatory postsynaptic potential	happens in hippocampal neuron,happens in excitatory synapse		IGI	O35526 	J:202743 	
MGI:1197010	Sumo1	small ubiquitin-like modifier 1	1		negative regulation of action potential			ISO	P63165 	J:164563 	
MGI:1927152	Syne1	spectrin repeat containing, nuclear envelope 1	10		negative regulation of mini excitatory postsynaptic potential			ISO	RGD:620546 	J:155856 	
MGI:98474	Tac1	tachykinin 1	6		positive regulation of action potential			ISO	RGD:3807 	J:155856 	
MGI:98475	Tacr1	tachykinin receptor 1	6		positive regulation of action potential			ISO	RGD:3811 	J:155856 	
MGI:2444563	Tafa4	TAFA chemokine like family member 4	6		regulation of membrane potential			IMP		J:203770 	
MGI:2443456	Tbc1d24	TBC1 domain family, member 24	17		positive regulation of excitatory postsynaptic potential			ISO	RGD:1306143 	J:155856 	
MGI:1097166	Tcl1	T cell lymphoma breakpoint 1	12		positive regulation of mitochondrial membrane potential			ISO	P56279 	J:164563 	
MGI:1918937	Tmem25	transmembrane protein 25	9		negative regulation of excitatory postsynaptic potential			IBA	PTN002932903 	J:265628 	
MGI:1918937	Tmem25	transmembrane protein 25	9		negative regulation of excitatory postsynaptic potential			IMP		J:282038 	
MGI:1932411	Tmem108	transmembrane protein 108	9		modulation of excitatory postsynaptic potential			IMP		J:239156 	
MGI:1920009	Tmem135	transmembrane protein 135	7		positive regulation of mitochondrial membrane potential			ISO	Q95QD1 	J:223712 	
MGI:104798	Tnf	tumor necrosis factor	17		positive regulation of action potential			ISO	RGD:3876 	J:155856 	
MGI:1924007	Trdn	triadin	10		regulation of cardiac muscle cell membrane potential			IBA	PTN001019999 	J:265628 	
MGI:1913150	Trem2	triggering receptor expressed on myeloid cells 2	17		regulation of resting membrane potential	happens in microglial cell,regulates a function/process that happens in microglial cell		IMP		J:260524 	
MGI:3522699	Trpa1	transient receptor potential cation channel, subfamily A, member 1	1		regulation of neuronal action potential			ISO	RGD:1303284 	J:155856 	
MGI:109524	Trpc5	transient receptor potential cation channel, subfamily C, member 5	X		regulation of membrane hyperpolarization			ISO	RGD:619787 	J:155856 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		membrane depolarization during AV node cell action potential			ISO	Q8TD43 	J:164563 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		membrane depolarization during bundle of His cell action potential			ISO	Q8TD43 	J:164563 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		membrane depolarization during Purkinje myocyte cell action potential			ISO	Q8TD43 	J:164563 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		positive regulation of atrial cardiac muscle cell action potential			ISO	RGD:620244 	J:155856 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		positive regulation of regulation of vascular associated smooth muscle cell membrane depolarization			ISO	RGD:620244 	J:155856 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		regulation of membrane potential			ISO	AF497623 	J:84761 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		regulation of ventricular cardiac muscle cell action potential			ISO	Q8TD43 	J:164563 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		negative regulation of mitochondrial membrane potential			ISO	RGD:628841 	J:155856 	
MGI:88222	Tspo	translocator protein	15		positive regulation of mitochondrial depolarization			ISO	RGD:2228 	J:155856 	
MGI:1931086	Tusc2	tumor suppressor 2, mitochondrial calcium regulator	9		regulation of mitochondrial membrane potential			IBA	PTN001035705 	J:265628 	
MGI:1931086	Tusc2	tumor suppressor 2, mitochondrial calcium regulator	9		regulation of mitochondrial membrane potential			IMP	MGI:3706236 	J:202328 	
